Tanggal,Temperatur minimum (°C),Temperatur maksimum (°C),Temperatur rata-rata (°C),Kelembapan rata-rata (%),Curah hujan (mm),Lamanya penyinaran matahari (jam),Kecepatan angin maksimum (m/s),Kecepatan angin rata-rata (m/s),Label,season_Musim Hujan
2016-03-16,24.0,33.7,26.5,85.0,10.3,8.9,11.0,2.0,0,1
2016-03-17,24.0,33.2,26.6,82.0,5.65,6.1,8.0,2.0,0,1
2016-03-18,24.0,32.5,27.1,85.0,1.0,8.2,6.0,2.0,0,1
2016-03-19,24.0,31.4,26.8,87.0,2.666666666666667,3.6,4.0,1.0,0,1
2016-03-20,24.0,33.6,27.5,85.0,4.333333333333334,0.8,6.0,3.0,1,1
2016-03-21,25.0,30.6,26.6,91.0,6.0,6.7,4.0,1.0,0,1
2016-03-22,24.0,32.1,26.0,88.0,0.8,3.8,13.0,2.0,0,1
2016-03-23,24.0,31.2,26.4,84.0,15.6,2.6,5.0,1.0,0,1
2016-03-24,24.0,34.2,26.7,81.0,4.5,1.8,3.0,1.0,0,1
2016-03-25,25.0,31.2,26.6,90.0,12.7,7.8,4.0,2.0,0,1
2016-03-26,24.0,32.3,27.0,85.0,43.2,2.8,6.0,2.0,0,1
2016-03-27,23.0,32.0,26.9,81.0,21.75,4.4,6.0,3.0,0,1
2016-03-28,24.0,33.5,27.3,82.0,0.3,7.4,6.0,2.0,0,1
2016-03-29,25.0,32.0,26.7,85.0,26.4,9.3,8.0,1.0,1,1
2016-03-30,23.0,29.4,26.0,86.0,0.7,4.9,4.0,2.0,0,1
2016-03-31,24.0,30.2,26.5,87.0,1.95,3.2,5.0,1.0,0,1
2016-04-01,23.0,32.7,26.1,85.0,3.2,1.3,11.0,4.0,0,0
2016-04-02,24.0,31.6,25.8,89.0,20.3,8.5,7.0,2.0,0,0
2016-04-03,23.0,33.7,26.0,83.0,62.4,6.7,13.0,3.0,0,0
2016-04-04,24.0,33.2,27.0,84.0,15.8,8.7,7.0,2.0,0,0
2016-04-05,24.0,33.4,27.2,87.0,8.3,6.5,4.0,1.0,0,0
2016-04-06,24.0,32.9,26.4,86.0,3.4,4.3,4.0,1.0,0,0
2016-04-07,24.5,33.7,26.8,84.0,62.4,7.6,7.0,4.0,0,0
2016-04-08,25.0,33.6,26.6,88.0,32.15,7.9,8.0,2.0,0,0
2016-04-09,25.0,33.4,26.9,85.0,1.9,5.2,8.0,3.0,0,0
2016-04-10,24.0,32.2,27.3,83.0,2.9,5.3,3.0,1.0,0,0
2016-04-11,25.0,33.0,26.9,84.0,0.6,2.7,4.0,1.0,0,0
2016-04-12,25.0,32.5,27.3,85.0,4.0,6.6,3.0,1.0,0,0
2016-04-13,24.0,32.65,27.3,84.0,2.25,4.55,8.0,2.0,0,0
2016-04-14,24.0,32.8,27.0,85.0,0.5,2.5,7.0,2.0,0,0
2016-04-15,25.0,30.5,26.6,87.0,22.7,6.6,4.0,1.0,0,0
2016-04-16,24.0,33.2,28.0,80.0,0.9,8.0,3.0,1.0,0,0
2016-04-17,26.0,32.5,26.8,87.0,21.2,9.4,6.0,2.0,0,0
2016-04-18,23.0,34.4,26.0,86.0,41.5,3.1,8.0,2.0,0,0
2016-04-19,23.0,33.6,27.3,86.0,30.9,8.3,10.0,4.0,0,0
2016-04-20,25.0,33.0,26.6,89.0,21.2,6.6,10.0,2.0,0,0
2016-04-21,24.0,32.7,25.8,88.0,108.6,3.9,8.0,2.0,0,0
2016-04-22,24.0,32.2,27.5,82.0,31.9,6.5,7.0,2.0,0,0
2016-04-23,25.0,33.0,27.9,81.0,21.9,8.3,10.0,2.0,0,0
2016-04-24,24.0,32.8,27.4,82.0,11.9,5.2,9.0,2.0,1,0
2016-04-25,25.0,33.6,26.6,86.0,1.0,7.5,13.0,5.0,1,0
2016-04-26,23.0,29.2,25.1,91.0,73.7,7.3,4.0,1.0,0,0
2016-04-27,23.0,33.5,26.2,86.0,3.8,0.0,6.0,2.0,0,0
2016-04-28,23.0,32.8,27.2,82.0,5.9,4.8,7.0,2.0,0,0
2016-04-29,23.0,30.5,26.3,91.0,8.9,8.2,4.0,1.0,0,0
2016-04-30,23.0,32.0,25.5,90.0,9.6,7.633333333333333,3.0,2.0,0,0
2016-05-01,23.0,32.5,26.8,84.0,53.5,7.066666666666666,8.0,4.0,0,0
2016-05-02,25.0,32.8,26.7,85.0,42.9,6.5,6.0,2.0,0,0
2016-05-03,23.0,33.6,26.9,84.0,32.3,5.4,5.0,2.0,0,0
2016-05-04,24.0,32.4,27.8,82.0,26.91666666666666,8.1,6.0,2.0,0,0
2016-05-05,25.0,31.0,26.9,85.0,21.53333333333333,8.0,8.0,2.0,0,0
2016-05-06,24.0,33.2,26.9,84.0,16.15,4.8,7.0,2.0,0,0
2016-05-07,23.0,33.0,27.2,84.0,10.76666666666667,7.2,6.0,2.0,0,0
2016-05-08,24.0,33.2,27.2,83.0,5.383333333333333,8.1,7.0,2.0,0,0
2016-05-09,24.0,33.4,26.6,83.0,0.0,7.0,6.0,3.0,0,0
2016-05-10,24.0,33.0,27.3,81.0,2.8,8.3,4.0,1.0,0,0
2016-05-11,24.0,33.5,27.6,81.0,1.6,8.5,6.0,2.0,0,0
2016-05-12,25.0,33.8,26.9,84.0,0.4,7.7,3.0,2.0,0,0
2016-05-13,24.0,34.4,27.7,81.0,36.4,0.0,6.0,2.0,0,0
2016-05-14,25.0,33.4,27.3,85.0,15.3,7.7,5.0,2.0,0,0
2016-05-15,25.0,33.6,28.3,81.0,19.65,0.0,6.0,2.0,0,0
2016-05-16,25.0,31.0,27.7,85.0,24.0,8.6,3.0,1.0,0,0
2016-05-17,25.0,32.4,27.3,85.0,13.6,3.3,7.0,2.0,0,0
2016-05-18,24.0,33.0,27.5,84.0,3.2,6.8,2.0,1.0,0,0
2016-05-19,24.0,34.6,27.1,85.0,20.1,7.2,13.0,4.0,0,0
2016-05-20,25.0,32.6,28.0,83.0,37.0,8.7,4.0,1.0,0,0
2016-05-21,25.0,32.4,27.1,88.0,2.8,6.7,4.0,1.0,0,0
2016-05-22,24.0,31.6,26.5,86.0,32.9,4.5,5.0,1.0,0,0
2016-05-23,24.0,31.2,27.4,84.0,0.5,6.1,2.0,1.0,0,0
2016-05-24,24.0,32.8,27.0,86.0,0.0,6.3,10.0,3.0,0,0
2016-05-25,23.0,33.5,26.7,82.0,67.2,6.2,11.0,3.0,0,0
2016-05-26,24.0,32.65,26.4,86.0,1.7,7.1,4.0,2.0,0,0
2016-05-27,24.0,31.8,26.2,88.0,12.0,2.5,5.0,2.0,0,0
2016-05-28,25.0,32.4,27.8,81.0,10.925,0.0,5.0,2.0,0,0
2016-05-29,24.0,30.3,25.9,85.0,9.85,7.1,4.0,1.0,0,0
2016-05-30,24.0,31.1,25.9,87.0,8.775,1.4,4.0,1.0,0,0
2016-05-31,23.0,31.4,27.2,86.0,7.7,5.2,3.0,1.0,0,0
2016-06-01,25.0,33.2,26.9,87.0,10.86666666666667,1.3,3.0,1.0,0,0
2016-06-02,25.0,33.5,27.3,84.0,14.03333333333333,6.2,11.0,3.0,0,0
2016-06-03,23.0,32.0,26.6,83.0,17.2,8.2,3.0,1.0,0,0
2016-06-04,23.0,33.4,26.2,85.0,9.75,6.1,5.0,1.0,0,0
2016-06-05,23.0,30.4,27.0,86.0,2.3,7.2,4.0,2.0,0,0
2016-06-06,23.0,31.5,25.1,89.0,7.7,2.6,8.0,2.0,0,0
2016-06-07,22.0,31.6,25.7,86.0,13.1,5.7,4.0,2.0,0,0
2016-06-08,23.0,33.4,25.5,87.0,81.7,7.6,7.0,3.0,0,0
2016-06-09,24.0,31.2,26.7,88.0,30.9,8.7,5.0,1.0,0,0
2016-06-10,24.0,32.0,26.4,87.0,4.0,8.35,5.0,2.0,0,0
2016-06-11,23.0,32.0,26.5,84.0,30.7,8.0,3.0,2.0,0,0
2016-06-12,23.0,32.6,26.3,86.0,21.0,9.4,10.0,2.0,0,0
2016-06-13,24.0,31.8,26.4,89.0,11.3,7.5,4.0,2.0,0,0
2016-06-14,23.0,31.9,25.4,87.0,38.75,5.0,11.0,3.0,0,0
2016-06-15,23.0,31.0,25.9,85.0,66.2,4.3,11.0,3.0,0,0
2016-06-16,23.0,32.4,27.0,80.0,56.33333333333334,6.2,4.0,2.0,0,0
2016-06-17,24.0,31.4,26.6,84.0,46.46666666666667,5.2,5.0,2.0,0,0
2016-06-18,23.0,27.4,24.3,94.0,36.6,7.1,2.0,1.0,0,0
2016-06-19,22.0,32.4,26.0,81.0,8.5,0.0,5.0,1.0,0,0
2016-06-20,24.0,31.2,26.4,84.0,10.7,4.8,3.0,1.0,0,0
2016-06-21,22.0,33.0,26.7,81.0,12.9,6.25,4.0,1.0,0,0
2016-06-22,22.0,32.4,26.5,88.0,15.1,7.7,3.0,1.0,0,0
2016-06-23,24.0,31.8,26.3,85.0,1.0,4.9,4.0,1.0,0,0
2016-06-24,23.0,32.8,26.8,81.0,7.8,6.9,6.0,2.0,0,0
2016-06-25,21.0,33.2,25.3,81.0,6.05,9.7,5.0,1.0,0,0
2016-06-26,23.0,32.5,25.5,85.0,4.3,7.8,11.0,3.0,0,0
2016-06-27,22.0,30.8,25.7,83.0,5.4,6.3,5.0,1.0,0,0
2016-06-28,22.0,31.0,26.1,82.0,15.93333333333333,4.7,3.0,1.0,0,0
2016-06-29,23.0,31.8,25.9,85.0,26.46666666666667,1.0,4.0,1.0,0,0
2016-06-30,23.0,32.5,25.8,88.0,37.0,3.1,10.0,3.0,0,0
2016-07-01,23.0,32.65,26.6,82.0,3.3,7.5,4.0,1.0,0,0
2016-07-02,23.0,32.8,27.1,78.0,1.9,4.1,4.0,2.0,0,0
2016-07-03,23.0,32.0,26.0,88.0,0.5,9.5,5.0,2.0,0,0
2016-07-04,22.0,32.3,26.2,83.0,63.3,5.2,6.0,2.0,0,0
2016-07-05,24.0,32.4,25.9,87.0,0.5,8.8,3.0,1.0,0,0
2016-07-06,23.5,32.4,26.8,83.0,18.2,7.5,5.0,1.0,0,0
2016-07-07,23.0,32.6,26.1,83.0,10.85,9.0,5.0,2.0,0,0
2016-07-08,23.0,32.0,26.7,83.0,3.5,8.6,5.0,2.0,0,0
2016-07-09,24.0,31.7,26.7,83.0,19.2,9.7,3.0,1.0,0,0
2016-07-10,23.0,30.5,25.9,86.0,24.5,6.6,5.0,1.0,0,0
2016-07-11,24.0,32.4,26.6,82.0,29.8,2.6,6.0,1.0,0,0
2016-07-12,23.0,30.8,26.5,84.0,35.1,6.3,3.0,0.0,0,0
2016-07-13,23.0,31.8,26.5,83.0,32.0,6.65,5.0,2.0,0,0
2016-07-14,23.0,31.6,26.7,83.0,28.9,7.0,3.0,2.0,0,0
2016-07-15,24.0,32.5,27.2,81.0,25.8,6.7,5.0,2.0,0,0
2016-07-16,23.0,31.8,26.3,86.0,22.7,9.3,6.0,1.0,0,0
2016-07-17,24.0,31.2,25.9,89.0,19.6,6.1,8.0,2.0,0,0
2016-07-18,22.0,32.6,25.3,87.0,29.5,5.3,8.0,2.0,0,0
2016-07-19,24.0,31.4,25.5,89.0,1.2,8.2,8.0,2.0,0,0
2016-07-20,23.0,30.6,25.2,88.0,3.5,8.5,8.0,3.0,0,0
2016-07-21,22.0,31.6,25.6,81.0,19.7,4.1,4.0,2.0,0,0
2016-07-22,22.0,31.8,24.9,91.0,23.5,8.4,2.0,1.0,0,0
2016-07-23,21.0,32.0,24.9,84.0,2.1,4.0,4.0,1.0,0,0
2016-07-24,21.0,32.4,25.3,86.0,8.35,7.8,12.0,3.0,0,0
2016-07-25,23.0,31.0,26.0,87.0,14.6,8.5,4.0,2.0,0,0
2016-07-26,22.0,32.6,25.7,79.0,17.1,4.4,6.0,2.0,0,0
2016-07-27,22.0,31.8,26.6,78.0,19.6,9.7,7.0,3.0,0,0
2016-07-28,22.0,32.8,25.9,80.0,15.76666666666667,9.9,3.0,1.0,0,0
2016-07-29,22.0,32.0,26.1,85.0,11.93333333333333,4.3,5.0,2.0,0,0
2016-07-30,22.0,32.7,26.5,84.0,8.1,7.6,7.0,3.0,0,0
2016-07-31,22.0,32.6,26.5,77.0,7.5,7.1,6.0,2.0,0,0
2016-08-01,23.0,32.6,26.3,83.0,8.55,9.4,8.0,2.0,0,0
2016-08-02,22.0,32.6,25.8,78.0,9.6,7.7,5.0,2.0,0,0
2016-08-03,21.0,32.5,25.9,71.0,19.11666666666667,10.0,5.0,2.0,0,0
2016-08-04,21.0,32.4,25.6,77.0,28.63333333333333,7.8,6.0,2.0,0,0
2016-08-05,21.0,32.6,25.8,79.0,38.15000000000001,10.2,5.0,2.0,0,0
2016-08-06,22.0,33.4,26.1,77.0,47.66666666666667,9.3,4.0,2.0,0,0
2016-08-07,22.0,32.7,26.3,81.0,57.18333333333334,9.9,4.0,2.0,0,0
2016-08-08,24.0,31.2,25.7,90.0,66.7,8.4,4.0,1.0,0,0
2016-08-09,23.0,31.6,25.6,87.0,42.5,3.2,5.0,2.0,0,0
2016-08-10,22.0,32.8,26.3,80.0,28.6,6.65,3.0,1.0,0,0
2016-08-11,22.0,33.2,26.2,85.0,28.4,10.1,4.0,1.0,0,0
2016-08-12,23.0,32.2,26.6,82.0,7.9,5.7,2.0,1.0,0,0
2016-08-13,24.0,31.4,25.9,87.0,15.1,5.8,5.0,2.0,0,0
2016-08-14,24.0,31.6,25.6,88.0,2.9,3.65,5.0,2.0,0,0
2016-08-15,23.0,31.2,26.5,86.0,28.1,1.5,3.0,1.0,0,0
2016-08-16,24.0,32.4,25.9,84.0,22.4,3.5,3.0,1.0,0,0
2016-08-17,22.0,33.4,26.8,79.0,16.7,0.0,8.0,2.0,0,0
2016-08-18,24.0,32.2,26.5,86.0,11.0,8.6,4.0,2.0,0,0
2016-08-19,23.0,33.4,26.1,84.0,12.25,3.4,11.0,2.0,0,0
2016-08-20,23.0,32.4,26.3,79.0,13.5,9.1,6.0,2.0,0,0
2016-08-21,22.0,31.7,25.6,86.0,15.7,9.9,6.0,2.0,0,0
2016-08-22,23.0,32.2,26.3,82.0,19.4,7.6,5.0,2.0,0,0
2016-08-23,23.0,31.8,26.4,83.0,5.7,8.5,6.0,2.0,0,0
2016-08-24,24.0,31.4,26.4,84.0,12.0,8.6,5.0,2.0,0,0
2016-08-25,22.0,32.1,25.4,82.0,9.95,8.6,5.0,2.0,0,0
2016-08-26,22.0,31.8,26.2,83.0,7.9,5.4,6.0,3.0,0,0
2016-08-27,24.0,31.8,25.5,87.0,5.850000000000001,6.5,5.0,2.0,0,0
2016-08-28,24.0,32.0,26.9,83.0,3.8,4.6,5.0,2.0,0,0
2016-08-29,24.0,32.1,27.0,83.0,4.1,4.9,11.0,2.0,0,0
2016-08-30,23.0,31.2,25.5,89.0,4.4,2.7,14.0,3.0,0,0
2016-08-31,22.0,32.3,25.7,85.0,4.7,2.7,6.0,3.0,0,0
2016-09-01,22.0,33.0,25.8,85.0,1.6,7.8,4.0,2.0,0,0
2016-09-02,22.0,33.0,25.9,86.0,35.5,9.1,5.0,1.0,0,0
2016-09-03,23.0,32.8,25.9,84.0,7.9,6.7,7.0,2.0,0,0
2016-09-04,23.0,32.5,26.4,82.0,31.8,6.9,9.0,4.0,0,0
2016-09-05,24.0,31.8,26.8,82.0,28.4,7.2,4.0,1.0,0,0
2016-09-06,25.0,32.6,27.3,79.0,30.8,7.6,7.0,3.0,1,0
2016-09-07,23.0,31.8,25.5,86.0,33.2,8.6,4.0,2.0,1,0
2016-09-08,23.0,30.8,24.5,92.0,14.3,6.4,5.0,1.0,0,0
2016-09-09,23.0,32.0,26.9,81.0,96.3,6.050000000000001,6.0,2.0,0,0
2016-09-10,23.0,32.1,25.9,84.0,68.0,5.7,9.0,3.0,0,0
2016-09-11,23.0,33.0,25.9,84.0,39.7,6.8,6.0,2.0,0,0
2016-09-12,23.0,32.7,26.3,83.0,5.8,8.9,11.0,3.0,0,0
2016-09-13,22.0,32.8,26.5,81.0,0.9,7.9,6.0,2.0,0,0
2016-09-14,23.0,32.2,26.4,81.0,3.5,9.3,5.0,2.0,0,0
2016-09-15,23.0,32.0,26.3,84.0,6.1,7.4,5.0,2.0,0,0
2016-09-16,22.0,31.4,26.2,82.0,25.85,5.4,6.0,3.0,0,0
2016-09-17,23.0,31.0,26.5,86.0,45.6,5.3,4.0,2.0,0,0
2016-09-18,24.0,32.6,27.3,83.0,13.6,1.7,7.0,2.0,0,0
2016-09-19,24.0,31.0,26.7,85.0,0.7,4.1,9.0,2.0,0,0
2016-09-20,24.0,32.0,27.0,83.0,14.8,6.4,7.0,2.0,0,0
2016-09-21,23.0,31.0,25.3,90.0,0.5,6.7,6.0,2.0,0,0
2016-09-22,24.0,30.4,27.0,84.0,3.9,4.2,5.0,2.0,0,0
2016-09-23,24.0,31.4,26.1,85.0,3.25,2.9,5.0,2.0,0,0
2016-09-24,24.0,31.6,25.8,88.0,2.6,4.0,5.0,1.0,0,0
2016-09-25,23.0,32.6,26.9,81.0,4.7,4.4,9.0,2.0,0,0
2016-09-26,25.0,32.2,27.3,77.0,6.433333333333334,5.3,6.0,2.0,0,0
2016-09-27,23.0,32.6,26.6,83.0,8.166666666666668,5.4,4.0,2.0,0,0
2016-09-28,23.0,29.6,26.1,85.0,9.9,5.2,3.0,1.0,0,0
2016-09-29,23.0,29.35,25.9,87.0,20.0,1.8,6.0,2.0,0,0
2016-09-30,23.0,29.1,24.9,91.0,20.4,4.2,3.0,1.0,0,0
2016-10-01,23.0,32.0,26.6,83.0,13.73333333333333,1.4,12.0,2.0,0,1
2016-10-02,23.0,31.0,25.8,88.0,7.066666666666665,7.4,5.0,1.0,0,1
2016-10-03,23.0,32.6,26.6,82.0,0.4,0.6,5.0,1.0,0,1
2016-10-04,23.0,30.6,25.3,89.0,0.2,6.9,6.0,2.0,0,1
2016-10-05,23.0,31.2,25.0,90.0,2.0,4.300000000000001,2.0,0.0,0,1
2016-10-06,24.0,31.0,26.5,83.0,33.3,1.7,5.0,1.0,0,1
2016-10-07,23.0,32.8,25.7,87.0,0.3,4.8,5.0,2.0,0,1
2016-10-08,23.0,29.4,25.7,89.0,73.3,7.9,3.0,1.0,0,1
2016-10-09,23.0,32.0,25.7,87.0,2.0,0.4,4.0,2.0,0,1
2016-10-10,23.0,29.2,24.9,90.0,9.3,4.6,3.0,0.0,0,1
2016-10-11,23.0,31.0,25.6,90.0,31.9,0.0,3.0,1.0,0,1
2016-10-12,23.0,28.5,25.5,94.0,4.5,2.4,2.0,0.0,0,1
2016-10-13,23.0,30.0,25.7,89.0,21.8,0.0,3.0,1.0,0,1
2016-10-14,22.0,29.8,25.6,86.0,9.6,0.9,6.0,2.0,0,1
2016-10-15,23.0,30.4,26.1,85.0,5.2,1.0,3.0,1.0,0,1
2016-10-16,24.0,33.0,27.4,79.0,0.8,2.8,9.0,2.0,0,1
2016-10-17,23.0,33.0,27.2,77.0,3.8,6.4,5.0,2.0,0,1
2016-10-18,24.0,32.6,27.2,84.0,6.8,4.9,4.0,2.0,0,1
2016-10-19,24.0,32.6,27.1,84.0,29.4,3.7,5.0,1.0,0,1
2016-10-20,23.0,32.1,27.3,81.0,10.8,6.1,5.0,1.0,0,1
2016-10-21,23.0,31.6,25.5,88.0,12.2,6.1,6.0,1.0,0,1
2016-10-22,24.0,31.4,26.8,84.0,8.0,4.2,6.0,3.0,0,1
2016-10-23,24.0,28.0,24.3,96.0,34.7,2.8,4.0,1.0,0,1
2016-10-24,23.0,31.3,25.8,89.0,10.3,0.3,7.0,1.0,0,1
2016-10-25,24.0,31.4,26.0,91.0,1.1,3.0,6.0,2.0,0,1
2016-10-26,24.0,31.8,26.6,84.0,0.9,7.2,4.0,1.0,0,1
2016-10-27,24.0,30.2,25.0,91.0,1.65,3.1,6.0,1.0,0,1
2016-10-28,24.0,29.8,25.5,89.0,2.4,2.3,8.0,3.0,0,1
2016-10-29,23.0,31.6,25.8,89.0,8.7,1.2,12.0,4.0,0,1
2016-10-30,23.0,30.8,24.8,91.0,15.1,6.3,5.0,2.0,0,1
2016-10-31,22.0,31.8,25.7,86.0,45.9,3.9,8.0,1.0,0,1
2016-11-01,23.0,31.6,25.9,86.0,16.2,4.4,9.0,1.0,0,1
2016-11-02,23.0,30.4,26.1,85.0,11.16666666666667,6.3,4.0,2.0,0,1
2016-11-03,23.0,31.5,26.5,85.0,6.133333333333333,4.8,8.0,2.0,0,1
2016-11-04,24.0,32.0,26.9,81.0,1.1,4.7,13.0,4.0,0,1
2016-11-05,24.0,32.1,27.1,81.0,17.46666666666667,4.9,6.0,2.0,0,1
2016-11-06,25.0,33.2,26.8,87.0,33.83333333333334,3.1,6.0,2.0,0,1
2016-11-07,22.0,33.6,26.1,87.0,50.2,5.6,4.0,1.0,0,1
2016-11-08,23.0,33.2,25.6,90.0,3.3,7.9,4.0,2.0,0,1
2016-11-09,23.0,31.8,25.5,88.0,3.6,5.3,9.0,3.0,0,1
2016-11-10,23.0,31.6,26.2,85.0,15.0,5.2,10.0,3.0,0,1
2016-11-11,24.0,30.9,24.7,92.0,3.6,5.7,4.0,1.0,0,1
2016-11-12,23.0,32.4,25.7,89.0,25.0,2.5,4.0,2.0,0,1
2016-11-13,23.0,31.6,25.7,89.0,2.4,5.1,5.0,1.0,0,1
2016-11-14,24.0,31.6,25.9,89.0,19.5,3.8,5.0,3.0,0,1
2016-11-15,23.0,31.7,25.9,88.0,3.5,2.8,11.0,4.0,0,1
2016-11-16,23.0,32.2,25.4,86.0,13.1,3.1,7.0,2.0,0,1
2016-11-17,23.0,31.6,26.8,83.0,39.5,6.1,6.0,3.0,0,1
2016-11-18,24.0,30.2,25.2,92.0,3.9,7.8,9.0,2.0,0,1
2016-11-19,23.0,33.0,25.9,85.0,1.4,2.2,9.0,2.0,0,1
2016-11-20,23.0,32.0,26.7,86.0,37.2,7.3,8.0,1.0,0,1
2016-11-21,24.0,30.4,25.7,91.0,9.9,4.6,8.0,1.0,0,1
2016-11-22,23.0,31.0,25.8,87.0,1.8,1.0,13.0,2.0,0,1
2016-11-23,23.0,31.2,25.7,88.0,33.1,3.9,12.0,3.0,0,1
2016-11-24,24.0,31.4,26.9,84.0,0.5,2.9,5.0,2.0,0,1
2016-11-25,24.0,29.2,26.2,86.0,0.4,2.1,6.0,2.0,0,1
2016-11-26,23.0,31.2,25.0,91.0,0.3,0.0,9.0,1.0,0,1
2016-11-27,23.0,31.6,26.4,89.0,12.7,2.35,9.0,1.0,0,1
2016-11-28,23.0,30.0,25.5,89.0,12.3,4.7,11.0,2.0,0,1
2016-11-29,23.0,29.4,25.9,89.0,14.1,0.6,4.0,1.0,0,1
2016-11-30,24.0,30.6,26.3,85.5,7.3,0.0,4.0,1.0,0,1
2016-12-01,24.0,29.5,26.7,82.0,0.5,0.05,7.0,2.0,0,1
2016-12-02,24.0,29.6,25.4,84.0,3.65,0.1,5.0,2.0,0,1
2016-12-03,23.0,31.4,26.7,80.0,6.8,0.0,12.0,4.0,0,1
2016-12-04,23.0,30.0,24.6,86.0,1.1,2.0,13.0,5.0,0,1
2016-12-05,23.0,29.3,24.7,86.0,4.6,0.5,4.0,2.0,0,1
2016-12-06,23.0,29.4,25.6,88.0,8.1,1.1,6.0,2.0,0,1
2016-12-07,24.0,30.0,26.0,89.0,13.6,1.9,4.0,2.0,0,1
2016-12-08,23.0,32.4,26.5,85.0,19.1,0.0,4.0,1.0,0,1
2016-12-09,23.0,31.4,26.7,83.0,0.3,7.0,11.0,4.0,0,1
2016-12-10,23.0,31.6,26.3,83.0,0.55,6.1,8.0,3.0,0,1
2016-12-11,23.0,30.7,25.0,87.0,0.8,6.0,8.0,2.0,0,1
2016-12-12,22.0,29.2,25.2,86.0,19.9,4.4,13.0,3.0,0,1
2016-12-13,23.0,31.4,26.7,80.0,16.7,2.8,8.0,2.0,0,1
2016-12-14,24.0,31.6,26.1,84.0,13.5,2.5,15.0,3.0,0,1
2016-12-15,22.0,31.0,25.3,83.0,10.3,4.6,11.0,5.0,0,1
2016-12-16,23.0,30.4,26.7,75.0,0.3,5.6,10.0,4.0,0,1
2016-12-17,25.0,30.7,26.6,80.0,3.4,3.1,6.0,2.0,0,1
2016-12-18,23.0,30.8,26.1,80.0,6.5,2.1,10.0,4.0,0,1
2016-12-19,24.0,29.8,26.0,83.0,3.85,6.5,9.0,3.0,0,1
2016-12-20,24.0,32.6,27.0,77.0,1.2,1.4,9.0,3.0,0,1
2016-12-21,21.0,30.7,25.3,81.0,0.75,9.0,11.0,4.0,0,1
2016-12-22,22.0,32.6,25.6,82.0,0.3,6.7,14.0,3.0,0,1
2016-12-23,23.0,32.0,26.9,81.0,3.4,7.0,8.0,2.0,0,1
2016-12-24,23.0,31.5,26.9,82.0,4.55,6.7,5.0,1.0,0,1
2016-12-25,23.0,30.8,25.8,82.0,5.699999999999999,2.1,13.0,3.0,0,1
2016-12-26,23.0,31.6,27.2,75.0,6.85,0.6,10.0,3.0,0,1
2016-12-27,23.0,30.0,25.8,82.0,8.0,7.9,6.0,1.0,0,1
2016-12-28,23.0,31.4,26.6,80.0,0.1,2.1,9.0,2.0,0,1
2016-12-29,23.0,30.8,26.1,84.0,10.3,5.1,6.0,2.0,0,1
2016-12-30,22.0,30.4,24.9,90.0,14.95,4.6,7.0,1.0,0,1
2016-12-31,23.0,32.4,26.3,81.0,19.6,1.5,4.0,1.0,0,1
2017-01-01,23.0,33.4,27.7,75.0,21.85,7.6,6.0,1.0,0,1
2017-01-02,23.0,32.8,25.9,83.0,24.1,7.5,9.0,2.0,0,1
2017-01-03,23.0,32.2,27.8,74.0,26.35,6.6,13.0,2.0,0,1
2017-01-04,22.0,31.0,24.9,89.0,28.6,3.5,3.0,1.0,0,1
2017-01-05,22.0,29.8,26.1,87.0,2.6,0.0,7.0,2.0,0,1
2017-01-06,23.0,31.6,26.7,83.0,12.9,0.9,8.0,2.0,0,1
2017-01-07,24.0,31.6,27.1,77.0,8.666666666666668,5.8,9.0,2.0,0,1
2017-01-08,23.0,31.6,26.9,78.0,4.433333333333334,8.4,4.0,1.0,0,1
2017-01-09,23.0,30.4,24.6,94.0,0.2,8.2,4.0,0.0,0,1
2017-01-10,23.0,30.6,26.3,87.0,16.5,3.0,4.0,1.0,0,1
2017-01-11,23.0,30.8,26.1,87.0,8.0,2.5,10.0,3.0,0,1
2017-01-12,23.0,31.0,26.4,80.0,2.2,4.7,11.0,2.0,0,1
2017-01-13,23.0,31.2,26.8,83.0,0.4,6.2,9.0,2.0,0,1
2017-01-14,25.0,28.2,25.2,86.0,4.7,1.2,8.0,1.0,0,1
2017-01-15,23.0,30.4,25.1,87.0,9.0,0.0,8.0,1.0,0,1
2017-01-16,23.0,28.0,24.2,90.0,1.3,0.9,6.0,2.0,0,1
2017-01-17,22.0,29.0,24.2,86.0,12.8,0.0,5.0,2.0,0,1
2017-01-18,23.0,30.3,26.6,76.0,4.2,2.2,10.0,3.0,0,1
2017-01-19,22.0,31.6,25.8,81.0,3.275,6.6,9.0,2.0,0,1
2017-01-20,23.0,31.8,26.0,83.0,2.35,7.3,10.0,2.0,0,1
2017-01-21,22.0,32.2,26.6,80.0,1.425,5.4,7.0,2.0,0,1
2017-01-22,24.0,30.8,26.3,82.0,0.5,5.8,9.0,3.0,0,1
2017-01-23,23.0,32.0,26.6,83.0,0.2,5.7,8.0,2.0,0,1
2017-01-24,23.0,29.8,25.7,84.0,0.8500000000000001,4.9,7.0,2.0,0,1
2017-01-25,23.0,31.6,27.0,77.0,1.5,3.9,8.0,2.0,0,1
2017-01-26,23.0,29.6,25.6,83.0,1.5,3.0,3.0,0.0,0,1
2017-01-27,23.0,29.8,25.1,85.0,1.0,0.2,5.0,1.0,0,1
2017-01-28,23.0,28.6,24.3,92.0,0.5,2.3,11.0,1.0,0,1
