Tanggal;Temperatur minimum (°C);Temperatur maksimum (°C);Temperatur rata-rata (°C);Kelembapan rata-rata (%);Curah hujan (mm);Lamanya penyinaran matahari (jam);Kecepatan angin maksimum (m/s);Kecepatan angin rata-rata (m/s);Label;season_Musim Hujan
2020-12-04 00.00.00;22.5;31;26.8;76;12.2;1;5;2;0;1
2020-12-05 00.00.00;22.8;28.2;25.7;83;1.7;4.2;5;2;1;1
2020-12-06 00.00.00;23.1;26.5;24.1;94;6.6;0.5;4;2;1;1
2020-12-07 00.00.00;22.2;28;24.1;92;38.2;0;4;1;0;1
2020-12-08 00.00.00;22.2;31.4;26.2;82;3.9;0;5;2;0;1
2020-12-09 00.00.00;22.23333333;29.4;25.8;85;0.4;7.2;6;2;0;1
2020-12-10 00.00.00;22.26666667;28.6;25.5;88;3.1;2.1;3;1;0;1
2020-12-11 00.00.00;22.3;29.4;25.6;87;0.1;0;3;2;1;1
2020-12-12 00.00.00;22.6;29.3;25.3;85;12.6;1.5;5;2;0;1
2020-12-13 00.00.00;22.8;29.5;25.5;80;10.88;0.6;5;2;0;1
2020-12-14 00.00.00;23;31;26.6;80;9.16;1;4;1;0;1
2020-12-15 00.00.00;22.4;31;25.5;84;7.44;2;4;1;0;1
2020-12-16 00.00.00;23.2;31;26.5;84;5.72;1.7;4;2;0;1
2020-12-17 00.00.00;22.6;30.8;25.7;83;4;0.3;6;2;0;1
2020-12-18 00.00.00;22.8;30.2;25.9;86;5.2;0;3;1;0;1
2020-12-19 00.00.00;21.8;30.4;26;78;2.2;1.7;7;1;0;1
2020-12-20 00.00.00;22.25;30;25.5;83;0.1;5.2;3;1;0;1
2020-12-21 00.00.00;22.7;29.8;25.5;85;17.3;1.9;7;2;0;1
2020-12-22 00.00.00;22.05;30.4;25.2;90;9.6;0.95;5;1;0;1
2020-12-23 00.00.00;21.4;31;26.4;86;1.9;0;3;1;0;1
2020-12-24 00.00.00;21.8;31.6;24.9;91;26;3;4;1;0;1
2020-12-25 00.00.00;22.2;31.5;26.3;83;3;2.6;4;1;0;1
2020-12-26 00.00.00;22.4;31.2;26.5;82;2.033333333;4.8;5;2;0;1
2020-12-27 00.00.00;22.8;31.8;26.5;84;1.066666667;1.5;3;1;0;1
2020-12-28 00.00.00;22.8;30.8;26.3;83;0.1;5.6;4;1;0;1
2020-12-29 00.00.00;23.3;28.8;25.6;86;0.2;4;4;1;0;1
2020-12-30 00.00.00;22.8;30.4;25.9;84;0.1;0;4;1;0;1
2020-12-31 00.00.00;23;28.4;25.8;83;0;0.2;5;2;0;1
2021-01-01 00.00.00;22.6;30.4;25.9;84;1.2;0.2;5;1;0;1
2021-01-02 00.00.00;22.2;31.7;26.1;81;2.4;4.3;3;1;0;1
2021-01-03 00.00.00;22;31.9;25.6;88;21.7;2;3;1;1;1
2021-01-04 00.00.00;21.8;29.5;25.4;87;41;2.1;5;1;0;1
2021-01-05 00.00.00;21.6;29.33333333;24.4;90;0.2;0.1;3;1;0;1
2021-01-06 00.00.00;21.8;29.16666667;23.8;96;0.2;0;4;1;1;1
2021-01-07 00.00.00;21.7;29;25.3;83;0.35;1.15;3;1;0;1
2021-01-08 00.00.00;21.6;29.7;27.5;80;0.5;2.3;4;1;0;1
2021-01-09 00.00.00;22.8;30.4;24.3;92;22.4;3;5;1;0;1
2021-01-10 00.00.00;22.46666667;29.8;25.1;90;6.4;2.2;5;2;0;1
2021-01-11 00.00.00;22.13333333;31.3;25.9;88;2.3;0;4;1;0;1
2021-01-12 00.00.00;21.8;30.95;24.9;92;1.55;0.65;3;1;0;1
2021-01-13 00.00.00;22.8;30.6;25.8;85;0.8;1.3;4;1;0;1
2021-01-14 00.00.00;23.4;29.3;25.5;87;1.15;1;3;1;0;1
2021-01-15 00.00.00;23.4;31.2;26.5;86;1.5;0.1;2;0;0;1
2021-01-16 00.00.00;22.8;31.6;26.2;80;2;1.2;3;1;0;1
2021-01-17 00.00.00;22.36666667;30.4;26.1;81;1.25;3;3;1;0;1
2021-01-18 00.00.00;21.93333333;28.8;24.9;91;0.5;3.6;5;1;0;1
2021-01-19 00.00.00;21.5;26.8;24.3;88;7.4;0.4;4;1;0;1
2021-01-20 00.00.00;22.05;27.8;25.3;91;26.5;0;4;1;1;1
2021-01-21 00.00.00;22.6;27;24.6;94;5.8;0.4;2;1;0;1
2021-01-22 00.00.00;22.05;29.2;24.3;87;1.8;0;5;1;0;1
2021-01-23 00.00.00;21.5;31.2;25.9;86;2.1;1.4;4;1;0;1
2021-01-24 00.00.00;22.7;27.3;24.5;91;8.833333333;3.4;4;1;0;1
2021-01-25 00.00.00;22.2;31;25.2;88;15.56666667;0;5;1;1;1
2021-01-26 00.00.00;22.4;30.5;25.5;86;22.3;6.1;5;1;0;1
2021-01-27 00.00.00;22.5;27.8;25.1;88;1.7;5;4;0;0;1
2021-01-28 00.00.00;22.2;29.2;24.3;89;5.3;0;3;1;0;1
2021-01-29 00.00.00;21.9;28.5;25;88;29.6;2;5;1;0;1
2021-01-30 00.00.00;22.3;26.5;24.2;92;24.35;0.5;3;1;0;1
2021-01-31 00.00.00;22.65;27.6;25.2;89;19.1;0;3;1;1;1
2021-02-01 00.00.00;23;28.8;25.2;90;19.2;0;3;1;0;1
2021-02-02 00.00.00;23;29.4;25.7;88;19.3;2.7;4;1;1;1
2021-02-03 00.00.00;22.4;27.5;24.2;94;25.9;1.5;3;1;1;1
2021-02-04 00.00.00;23.4;29.4;25.1;92;15.6;0.8;5;1;1;1
2021-02-05 00.00.00;22.4;28.5;25.4;89;30.1;2.9;5;1;1;1
2021-02-06 00.00.00;22.2;29;26;88;1.6;3.3;5;2;1;1
2021-02-07 00.00.00;22.3;27.5;24;95;25.9;4.7;4;2;1;1
2021-02-08 00.00.00;22.4;28.6;25.5;91;67.7;3.1;3;0;0;1
2021-02-09 00.00.00;22.5;29.7;25.2;90;14.4;1.5;4;0;0;1
2021-02-10 00.00.00;22.6;27.8;24.9;91;0;0.85;4;1;0;1
2021-02-11 00.00.00;22.4;29.2;25.5;86;10.5;0.2;3;1;1;1
2021-02-12 00.00.00;21.1;30.6;24.4;92;0.5;5;4;1;0;1
2021-02-13 00.00.00;21.9;29.5;25.5;88;9.4;4.2;4;1;0;1
2021-02-14 00.00.00;23.3;29.4;26.1;90;0.1;4.4;5;1;0;1
2021-02-15 00.00.00;22.8;30.5;25.8;91;24.8;0;4;1;1;1
2021-02-16 00.00.00;21.8;29.55;25.3;91;28.6;5.5;3;1;0;1
2021-02-17 00.00.00;22;28.6;25.6;88;0.5;3.2;4;1;0;1
2021-02-18 00.00.00;22.8;30.8;25.3;89;48.2;0;6;1;0;1
2021-02-19 00.00.00;22.2;26.4;23.9;93;95.9;2;3;1;1;1
2021-02-20 00.00.00;22.2;29;25.1;90;25.2;0;5;1;1;1
2021-02-21 00.00.00;22.1;29.4;26.4;84;36.4;1;4;1;1;1
2021-02-22 00.00.00;22;30.4;25.7;88;19;4;4;1;0;1
2021-02-23 00.00.00;21.9;31.5;25.9;84;1.6;5.4;4;1;0;1
2021-02-24 00.00.00;22.6;29.7;25.6;84;2;6.2;5;1;1;1
2021-02-25 00.00.00;22.7;30;25.7;88;27.1;1.2;5;2;1;1
2021-02-26 00.00.00;22.8;30.8;25.9;86;21.7;1.8;4;2;0;1
2021-02-27 00.00.00;22.9;31.6;26.7;85;20.4;6.3;5;1;1;1
2021-02-28 00.00.00;24;33.4;27.3;80;19.1;4.6;5;1;0;1
2021-03-01 00.00.00;23;33;26.2;80;17.8;8.6;3;1;0;1
2021-03-02 00.00.00;23;33.1;25.7;91;16.5;4;2;1;1;1
2021-03-03 00.00.00;22.95;32.65;25.6;88;3;0.8;4;1;0;1
2021-03-04 00.00.00;22.9;32.2;26;89;18.6;4.3;3;1;0;1
2021-03-05 00.00.00;22.1;31.85;25.9;86;12.1;1.6;4;1;0;1
2021-03-06 00.00.00;21.3;31.5;25.1;87;6;5.5;4;1;0;1
2021-03-07 00.00.00;21.35;31.9;25.3;87;0.1;5;5;1;0;1
2021-03-08 00.00.00;21.4;31.4;25.8;84;5.6;5.4;8;1;0;1
2021-03-09 00.00.00;21.2;31.4;25.3;86;7.45;3.6;6;1;0;1
2021-03-10 00.00.00;21.6;30.2;25.5;85;9.3;5.7;3;1;0;1
2021-03-11 00.00.00;20.8;29.5;24.6;89;17.1;4.7;3;1;1;1
2021-03-12 00.00.00;22.2;32;26.5;80;13;3.6;4;1;0;1
2021-03-13 00.00.00;22;32;26.2;79;8.9;10;5;2;0;1
2021-03-14 00.00.00;20;31.6;24.9;83;4.8;8.3;3;1;1;1
2021-03-15 00.00.00;21.3;31.3;25.8;85;0.7;6;4;1;1;1
2021-03-16 00.00.00;21.6;32.8;26.1;79;7;4.7;3;1;0;1
2021-03-17 00.00.00;22;32.7;25.8;82;0;6.3;6;1;0;1
2021-03-18 00.00.00;22.4;32.45;26.4;83;7;7.7;5;1;0;1
2021-03-19 00.00.00;22.6;32.2;26.7;82;9.2;5.7;4;1;0;1
2021-03-20 00.00.00;22.3;31.7;25.9;86;15.85;5.3;4;1;1;1
2021-03-21 00.00.00;21.6;33;25.9;87;22.5;4.5;7;1;1;1
2021-03-22 00.00.00;21.6;32.5;26.2;84;8.5;6.1;4;1;0;1
2021-03-23 00.00.00;22.1;31.8;26.2;84;14.35;6.3;2;0;1;1
2021-03-24 00.00.00;22.5;30.9;25.7;84;20.2;5;4;1;1;1
2021-03-25 00.00.00;23;32.1;25.6;88;0;4.5;5;1;0;1
2021-03-26 00.00.00;22.9;33.2;26.3;86;7.2;5.4;4;1;0;1
2021-03-27 00.00.00;22.8;33.7;26;88;2.5;7.7;3;1;0;1
2021-03-28 00.00.00;22.6;34.2;26.6;85;43.4;4.7;4;1;0;1
2021-03-29 00.00.00;23.4;31.6;26.4;89;8;8;4;1;1;1
2021-03-30 00.00.00;23.9;30.5;25.9;90;4.1;3.7;3;1;0;1
2021-03-31 00.00.00;22.4;32.5;26.4;87;4.4;0.6;5;1;1;1
2021-04-01 00.00.00;23.2;29.8;26.1;86;4.5;8.5;5;1;0;0
2021-04-02 00.00.00;23.4;32;27.1;83;0;1.5;4;1;0;0
2021-04-03 00.00.00;23.2;29.2;24.9;93;39.2;5.5;3;1;1;0
2021-04-04 00.00.00;22.7;30.5;26.2;88;4;0;4;1;0;0
2021-04-05 00.00.00;23;30.3;26.2;84;0.8;1.3;5;2;1;0
2021-04-06 00.00.00;23.1;31;27.2;76;1.2;2.3;5;2;1;0
2021-04-07 00.00.00;23.2;30.4;26.1;84;1.2;7.3;3;1;0;0
2021-04-08 00.00.00;21;32.2;26.5;78;0.2;3.5;4;1;0;0
2021-04-09 00.00.00;21.2;32.3;26.3;86;0;10.2;4;2;0;0
2021-04-10 00.00.00;22.3;31.3;26.4;89;7.9;7.3;4;1;0;0
2021-04-11 00.00.00;21.95;33.3;26.5;84;4.2;4.6;11;1;0;0
2021-04-12 00.00.00;21.6;32.65;25.7;84;0.5;3.5;5;1;0;0
2021-04-13 00.00.00;22.4;32;25.8;88;5.3;8.3;3;1;0;0
2021-04-14 00.00.00;22.6;32.3;25.7;87;6.9;5;3;1;0;0
2021-04-15 00.00.00;22.7;31.5;25.1;88;4.6;6.9;6;1;0;0
2021-04-16 00.00.00;22.4;31.9;26.5;82;67.1;6.5;4;1;0;0
2021-04-17 00.00.00;23.6;31.95;26.4;87;35.3;5.4;4;1;0;0
2021-04-18 00.00.00;23.1;32;26.5;87;3.5;4.3;4;1;1;0
2021-04-19 00.00.00;22.4;32.7;25.8;86;10.7;4.9;5;1;0;0
2021-04-20 00.00.00;22.8;31.7;26;87;31.8;8.7;6;1;0;0
2021-04-21 00.00.00;21.6;32.6;26.6;79;0.5;4.5;3;1;1;0
2021-04-22 00.00.00;21.4;32.6;26.8;78;19;8.5;3;1;1;0
2021-04-23 00.00.00;21.2;32.4;25.8;81;0.3;8.5;3;1;0;0
2021-04-24 00.00.00;21;33.1;25.8;81;0;9.2;4;1;0;0
2021-04-25 00.00.00;21.3;32.2;25.9;83;17.5;8.6;4;1;0;0
2021-04-26 00.00.00;22.6;33.3;27.2;79;9.5;0;4;1;0;0
2021-04-27 00.00.00;22.6;33.4;27.2;82;9.5;0;3;1;1;0
2021-04-28 00.00.00;22.1;31.4;25.8;87;13;8.3;4;1;1;0
2021-04-29 00.00.00;21.4;32.7;26.3;82;42.6;2.8;4;1;0;0
2021-04-30 00.00.00;21.73333333;32.2;26.2;86;21.8;9.2;4;1;0;0
2021-05-01 00.00.00;22.06666667;32.8;27.1;84;1;7.8;5;1;0;0
2021-05-02 00.00.00;22.4;33;27.3;81;1.32;7.5;6;1;0;0
2021-05-03 00.00.00;23.8;32.4;27.4;82;1.64;8.3;7;2;1;0
2021-05-04 00.00.00;23.66666667;33.4;27.1;80;1.96;6.8;3;1;0;0
2021-05-05 00.00.00;23.53333333;32.4;26.7;86;2.28;7.1;4;1;0;0
2021-05-06 00.00.00;23.4;32.8;26.5;88;2.6;4.2;3;1;0;0
2021-05-07 00.00.00;22.8;32.7;26.8;84;21.4;2.4;5;1;1;0
2021-05-08 00.00.00;22.4;32.6;26.3;90;28.3;6.4;6;2;1;0
2021-05-09 00.00.00;22.4;32.8;26.1;90;86.7;6.3;3;1;0;0
2021-05-10 00.00.00;23.1;32.9;28;83;34.3;8.6;2;0;1;0
2021-05-11 00.00.00;23.8;33.8;28.1;79;28.61666667;8.7;3;1;0;0
2021-05-12 00.00.00;24;33.4;27.8;82;22.93333333;9.3;4;1;0;0
2021-05-13 00.00.00;23.2;33.5;27.2;81;17.25;8.3;3;1;0;0
2021-05-14 00.00.00;23.2;33.4;27.4;78;11.56666667;8.3;4;1;0;0
2021-05-15 00.00.00;23.3;33.5;27.7;80;5.883333333;7;3;1;0;0
2021-05-16 00.00.00;24.4;32.95;26.8;87;0.2;7.8;5;1;1;0
2021-05-17 00.00.00;23.8;32.4;27.4;83;26.5;7.8;5;1;1;0
2021-05-18 00.00.00;22.6;30.2;25.7;89;19.06666667;4.35;3;0;1;0
2021-05-19 00.00.00;22.8;32.2;26.7;84;11.63333333;0.9;5;1;0;0
2021-05-20 00.00.00;22.6;33.1;26.3;87;4.2;7.2;3;0;1;0
2021-05-21 00.00.00;22.8;32.6;26;87;69.5;8;9;1;1;0
2021-05-22 00.00.00;22.6;31.6;26.5;84;20;5.7;6;1;1;0
2021-05-23 00.00.00;22.4;32.6;26.9;82;10.5;3.3;4;1;0;0
2021-05-24 00.00.00;23.2;32.7;26;87;1;7;4;2;1;0
2021-05-25 00.00.00;22.7;32.1;27.3;81;47.8;7.6;4;2;0;0
2021-05-26 00.00.00;22.8;32;26.8;82;45.55;6.4;6;1;0;0
2021-05-27 00.00.00;22.4;32.6;26.7;79;43.3;9.7;6;2;0;0
2021-05-28 00.00.00;22.8;33;27.2;80;41.05;8.3;4;2;1;0
2021-05-29 00.00.00;23.4;30.4;25.4;91;38.8;8;4;1;0;0
2021-05-30 00.00.00;21.2;32.5;26.8;85;60.3;2.6;3;1;0;0
2021-05-31 00.00.00;22.2;32.2;27;86;36.5;7.3;2;1;0;0
2021-06-01 00.00.00;23.4;32.7;26.9;86;42;7.1;5;1;0;0
2021-06-02 00.00.00;22.4;33.2;26;82;47.5;7;5;1;1;0
2021-06-03 00.00.00;21.9;33;26.5;86;53;7.1;3;1;1;0
2021-06-04 00.00.00;22.2;32.5;27.3;88;19.7;7.4;5;1;0;0
2021-06-05 00.00.00;22.5;33;26.8;83;27.65;5.2;3;1;0;0
2021-06-06 00.00.00;22.8;32.6;25.9;86;35.6;9.3;3;1;0;0
2021-06-07 00.00.00;22.6;32.6;25.3;88;43.55;4.9;3;1;0;0
2021-06-08 00.00.00;22.4;32.8;26.4;83;51.5;8;4;1;0;0
2021-06-09 00.00.00;22.2;32.2;25.2;89;26;8;3;1;1;0
2021-06-10 00.00.00;22.13333333;32.6;26.7;85;41;6.7;4;1;0;0
2021-06-11 00.00.00;22.06666667;32.3;26.4;82;26.1;7.7;5;1;1;0
2021-06-12 00.00.00;22;32.8;26.3;85;11.2;8.9;3;1;1;0
2021-06-13 00.00.00;22.4;32.6;26.6;85;10;7.6;4;1;0;0
2021-06-14 00.00.00;22.8;30.6;26;85;0;8;6;2;0;0
2021-06-15 00.00.00;22.43333333;31.6;25.7;83;0;4.8;4;1;0;0
2021-06-16 00.00.00;22.06666667;32;25.5;86;0.5;2.8;5;1;0;0
2021-06-17 00.00.00;21.7;31.3;25.7;90;1.75;5.5;3;1;0;0
2021-06-18 00.00.00;21.8;30.6;25;89;3;1.4;5;1;1;0
2021-06-19 00.00.00;22.8;28;25.3;90;1.5;4.7;3;1;0;0
2021-06-20 00.00.00;22.6;30.5;24.9;89;0.1;0;4;1;0;0
2021-06-21 00.00.00;22.2;31;24.7;90;37.3;4.1;5;1;0;0
2021-06-22 00.00.00;21;30.2;25.4;84;4;5.5;3;1;0;0
2021-06-23 00.00.00;20.8;29.4;25;89;11;6.2;3;1;0;0
2021-06-24 00.00.00;21;29.5;25.3;88;0.5;0.2;3;1;1;0
2021-06-25 00.00.00;21.2;32.3;26;83;0;1.9;3;1;0;0
2021-06-26 00.00.00;22.2;32.4;26.4;82;4.2;7.2;5;1;0;0
2021-06-27 00.00.00;22.2;32;25.8;87;4.775;6.8;7;1;0;0
2021-06-28 00.00.00;21.7;30.2;25.8;89;5.35;7.1;4;1;0;0
2021-06-29 00.00.00;21.2;32.2;25.4;84;5.925;3;3;1;0;0
2021-06-30 00.00.00;21.2;32;25.6;87;6.5;7.5;2;0;0;0
2021-07-01 00.00.00;22.8;29.4;25.2;88;0.3;3.7;3;0;0;0
2021-07-02 00.00.00;20.4;31.4;25.6;81;2.3;0.5;6;2;0;0
2021-07-03 00.00.00;21.5;32.6;26.6;77;1.15;10.6;5;1;0;0
2021-07-04 00.00.00;21.2;33.3;25.9;79;0;9.7;3;1;0;0
2021-07-05 00.00.00;21.4;32.6;26.3;81;0.9;9.3;5;1;0;0
2021-07-06 00.00.00;22;31.8;25.6;83;0;8.6;3;1;0;0
2021-07-07 00.00.00;21;31.6;25.8;79;2.4;9.6;4;1;0;0
2021-07-08 00.00.00;21.3;32.4;26.3;73;1.8;7;7;1;0;0
2021-07-09 00.00.00;22;33.3;27;76;1.2;8.6;4;1;0;0
2021-07-10 00.00.00;22.7;32.2;26.8;81;0.6;7.6;4;1;0;0
2021-07-11 00.00.00;22.4;31.8;26.2;82;0;4.5;7;2;0;0
2021-07-12 00.00.00;21.4;33;26.5;72;3.066666667;6.4;6;2;0;0
2021-07-13 00.00.00;21;30.6;24.3;88;6.133333333;9.7;4;2;0;0
2021-07-14 00.00.00;20.6;31.7;26;79;9.2;2.7;3;1;0;0
2021-07-15 00.00.00;20.7;30.8;25.7;80;6.133333333;3;3;1;0;0
2021-07-16 00.00.00;21.1;32.6;25.8;78;3.066666667;7.1;4;0;0;0
2021-07-17 00.00.00;20.5;33;26.3;77;0;8.8;3;1;0;0
2021-07-18 00.00.00;21.2;33.3;26.3;77;2.375;9;4;1;0;0
2021-07-19 00.00.00;21.25;32;26.5;82;4.75;6.85;3;1;0;0
2021-07-20 00.00.00;21.3;32.6;26.7;80;7.125;4.7;5;1;0;0
2021-07-21 00.00.00;23.4;32.4;26.4;85;9.5;7;4;1;1;0
2021-07-22 00.00.00;22.4;32.4;26.9;81;3.5;7.5;3;1;0;0
2021-07-23 00.00.00;22.4;30.8;24.9;91;42;2.2;7;1;1;0
2021-07-24 00.00.00;22;31.2;25.3;88;44.5;1.7;5;1;0;0
2021-07-25 00.00.00;19.6;32.6;25.3;80;1;4.7;4;1;0;0
2021-07-26 00.00.00;20;32;25.9;72;0;9.3;4;1;0;0
2021-07-27 00.00.00;19.3;33.1;25.3;75;12.23333333;10.2;4;1;0;0
2021-07-28 00.00.00;19.7;33.1;25.4;76;24.46666667;10.3;3;1;0;0
2021-07-29 00.00.00;21.15;33;25.8;75;36.7;10;3;1;0;0
2021-07-30 00.00.00;22.6;33.4;27;77;48.93333333;9.9;5;1;0;0
2021-07-31 00.00.00;22.8;32;26.4;82;61.16666667;8.1;5;1;0;0
2021-08-01 00.00.00;22.5;32;25.8;86;73.4;6.5;7;2;0;0
2021-08-02 00.00.00;22.2;32.3;25.5;87;49.8;6.2;4;1;0;0
2021-08-03 00.00.00;22.2;31.8;26;84;41.36666667;6.7;3;1;0;0
2021-08-04 00.00.00;22.2;33;25.6;85;32.93333333;7.2;6;1;1;0
2021-08-05 00.00.00;22.4;30.3;24.1;92;24.5;7.6;3;1;1;0
2021-08-06 00.00.00;20.4;31.8;25.7;80;2.1;4.9;4;2;0;0
2021-08-07 00.00.00;21.2;32.4;26.1;83;3.5875;8.8;6;2;0;0
2021-08-08 00.00.00;23;32.7;26.9;81;5.075;9.2;5;2;0;0
2021-08-09 00.00.00;23.4;31.6;27.3;82;6.5625;7.6;5;2;0;0
2021-08-10 00.00.00;22.4;30;26.1;89;8.05;4.4;2;1;0;0
2021-08-11 00.00.00;21.4;32.4;26.3;77;9.5375;1.5;3;1;0;0
2021-08-12 00.00.00;20.8;32.6;26.4;71;11.025;7.9;5;1;0;0
2021-08-13 00.00.00;20.8;31;25;85;12.5125;9.3;7;1;0;0
2021-08-14 00.00.00;22.8;32.7;26.8;77;14;2.3;6;1;0;0
2021-08-15 00.00.00;21.6;33.2;26.9;73;11.25;8.4;6;2;0;0
2021-08-16 00.00.00;21.3;32.4;26;74;8.5;9.15;4;1;0;0
2021-08-17 00.00.00;21;32.5;26;83;5.75;9.9;4;1;0;0
2021-08-18 00.00.00;20.9;32;25.9;84;3;7.7;9;1;0;0
2021-08-19 00.00.00;20.8;31.8;24.3;88;4.5;5.1;6;1;0;0
2021-08-20 00.00.00;20.8;32.2;25;79;28.3;5.1;5;1;1;0
2021-08-21 00.00.00;21.6;31.2;25;88;33;7.7;5;1;0;0
2021-08-22 00.00.00;21.3;32;26.2;83;2.4;4;4;1;0;0
2021-08-23 00.00.00;22.6;33;26.9;80;14.2;6.9;4;1;0;0
2021-08-24 00.00.00;22;31.6;26.1;85;26;7.6;3;1;0;0
2021-08-25 00.00.00;21.2;32.4;26.3;76;12.8;6.5;3;1;0;0
2021-08-26 00.00.00;21;33.4;26.7;74;6.6;8.6;4;1;0;0
2021-08-27 00.00.00;20.8;33.1;26.1;78;0.4;8.6;3;1;0;0
2021-08-28 00.00.00;21.4;32.7;26.9;74;0;9.8;5;2;0;0
2021-08-29 00.00.00;21.8;30.2;25.9;83;25.66666667;9.8;4;1;0;0
2021-08-30 00.00.00;21.2;32.2;27.6;79;51.33333333;1.2;4;1;0;0
2021-08-31 00.00.00;22.6;31;25.1;88;77;7.1;2;1;0;0
2021-09-01 00.00.00;20.4;32.8;25;84;24.6;3.3;3;0;0;0
2021-09-02 00.00.00;21.2;32.8;26.2;79;0;8.8;3;1;0;0
2021-09-03 00.00.00;21.6;33.2;26.5;77;1.7;8.5;3;1;0;0
2021-09-04 00.00.00;22;33.2;25.9;75;1.133333333;7.5;4;1;0;0
2021-09-05 00.00.00;22.8;32.4;27.1;78;0.566666667;9.5;5;1;0;0
2021-09-06 00.00.00;23;33.2;26.7;81;0;5.1;5;1;0;0
2021-09-07 00.00.00;22.6;29.4;25.4;87;4;2.1;4;1;0;0
2021-09-08 00.00.00;20.8;32.6;24.2;88;10;0;18;2;1;0
2021-09-09 00.00.00;20.9;32.8;24.6;80;68.5;7.9;3;1;0;0
2021-09-10 00.00.00;21;32.6;26.1;78;16;9.6;4;2;0;0
2021-09-11 00.00.00;22;32.7;27;78;8;9.8;4;1;0;0
2021-09-12 00.00.00;23.2;30.4;26.7;81;0;6.5;5;1;0;0
2021-09-13 00.00.00;22.2;32.2;27;80;4;0.4;6;2;0;0
2021-09-14 00.00.00;21.8;29;24.8;92;1.5;8;2;1;1;0
2021-09-15 00.00.00;22;31.6;26.3;85;3.7;0;4;1;1;0
2021-09-16 00.00.00;23.1;33;27.3;79;20.35;4.4;4;1;0;0
2021-09-17 00.00.00;22.4;33;27.7;77;37;9.9;6;2;0;0
2021-09-18 00.00.00;22.4;34;26.6;78;0;9.1;5;1;0;0
2021-09-19 00.00.00;22.8;31.4;26.3;84;4;9.1;4;1;1;0
2021-09-20 00.00.00;22.2;32.4;25.8;82;17.5;6;5;1;0;0
2021-09-21 00.00.00;21.3;32.5;24.6;86;5;7.7;10;1;1;0
2021-09-22 00.00.00;20.4;32.7;26.9;78;24.5;7.2;5;1;1;0
2021-09-23 00.00.00;22.8;32;27.3;76;0;7.9;5;2;0;0
2021-09-24 00.00.00;21;32.9;26.7;75;0;7.5;5;1;1;0
2021-09-25 00.00.00;22.4;32.8;27.4;78;6.5;9;4;1;0;0
2021-09-26 00.00.00;22.1;32.8;26.7;82;13;9.2;6;1;0;0
2021-09-27 00.00.00;23.05;32.3;26;88;2.3;6.5;4;1;0;0
2021-09-28 00.00.00;24;32.2;27.3;84;35.4;5.9;3;1;0;0
2021-09-29 00.00.00;21.8;33.2;26.2;85;1;6.7;6;1;0;0
2021-09-30 00.00.00;21.4;33.4;26.8;80;43.7;8;7;2;1;0
2021-10-01 00.00.00;21.2;32.2;26.2;85;30;8;4;1;0;1
2021-10-02 00.00.00;23;31;26.6;84;6;5;4;1;1;1
2021-10-03 00.00.00;21;33.4;26.1;80;44.5;4.7;3;1;0;1
2021-10-04 00.00.00;22;32.4;26.6;84;38.7;8.3;8;1;1;1
2021-10-05 00.00.00;20.9;33.4;26.4;79;19.85;5.5;3;1;0;1
2021-10-06 00.00.00;21;32.6;26.5;81;1;8.9;4;1;0;1
2021-10-07 00.00.00;21.6;32.8;26.9;74;0.7;8.4;5;1;0;1
2021-10-08 00.00.00;21.4;33;26.8;76;0.4;8.2;5;1;0;1
2021-10-09 00.00.00;22.4;33.8;27.2;78;0.1;7.4;3;1;0;1
2021-10-10 00.00.00;22.5;33.8;26.9;80;2.4;8.3;4;1;1;1
2021-10-11 00.00.00;21.6;33.3;25.9;83;27.8;7.5;5;1;0;1
2021-10-12 00.00.00;21.2;33.4;27;77;1.5;6.3;4;2;0;1
2021-10-13 00.00.00;23;33.3;27.6;77;0.8;7.4;3;1;0;1
2021-10-14 00.00.00;22.2;32.6;27.2;80;0.1;5.1;4;1;0;1
2021-10-15 00.00.00;24;33.7;27.1;82;0.8;5.3;4;1;0;1
2021-10-16 00.00.00;22.4;33.5;27.8;80;1.5;6.6;4;1;1;1
2021-10-17 00.00.00;22.1;34.1;27.3;80;22;7.7;8;1;1;1
2021-10-18 00.00.00;21.8;28.8;25.2;92;42.5;7.7;10;1;0;1
2021-10-19 00.00.00;20.8;32;24.9;87;10.5;2;8;1;1;1
2021-10-20 00.00.00;21;32.4;26.4;84;62.5;6.3;3;1;0;1
2021-10-21 00.00.00;21;32;26.8;85;27.8;7;4;2;1;1
2021-10-22 00.00.00;21.8;32.6;26.7;81;24.5;5;5;2;1;1
2021-10-23 00.00.00;22;32.2;26.3;82;14.2;6.3;2;0;0;1
2021-10-24 00.00.00;22.4;33.6;27;82;28.6;5;18;1;0;1
2021-10-25 00.00.00;22.8;33.6;26.5;87;43;8.9;11;2;0;1
2021-10-26 00.00.00;21.2;33.7;25.9;85;29.5;5.6;12;2;1;1
2021-10-27 00.00.00;22.2;30.6;25;90;25.2;7.8;4;1;0;1
2021-10-28 00.00.00;23.2;31.8;24.9;93;6.5;3.2;6;1;1;1
2021-10-29 00.00.00;21.8;32.1;25.5;85;31.5;4.7;5;2;0;1
2021-10-30 00.00.00;21.3;33.4;26.2;83;20.5;4;3;1;1;1
2021-10-31 00.00.00;22.2;32.9;26.6;86;74.6;7.3;9;1;1;1
2021-11-01 00.00.00;22.05;32.55;24.9;92;24.5;5.15;4;1;0;1
