Tanggal;Temperatur minimum (°C);Temperatur maksimum (°C);Temperatur rata-rata (°C);Kelembapan rata-rata (%);Curah hujan (mm);Lamanya penyinaran matahari (jam);Kecepatan angin maksimum (m/s);Kecepatan angin rata-rata (m/s);Label;season_Musim Hujan
2015-02-23 00.00.00;21;31.2;24.7;84;0;10.6;5;2;0;1
2015-02-24 00.00.00;22;32.3;26.4;81;0;6.3;5;2;0;1
2015-02-25 00.00.00;22;32.4;26.7;82;4.675;9.6;4;2;0;1
2015-02-26 00.00.00;22;33.1;26.5;80;9.35;6.7;4;1;0;1
2015-02-27 00.00.00;24;32;26.3;86;14.025;6.5;3;2;0;1
2015-02-28 00.00.00;23;31.5;25.6;88;18.7;4.2;6;2;0;1
2015-03-01 00.00.00;22;29.6;25.2;89;3.2;4;5;2;0;1
2015-03-02 00.00.00;22;30.4;25.6;83;1.8;3.8;6;3;0;1
2015-03-03 00.00.00;23;31.8;26.1;83;0.4;6;9;2;0;1
2015-03-04 00.00.00;22;30.8;25;82;2.6;3.6;10;3;0;1
2015-03-05 00.00.00;22;31.8;25.2;83;0;1.9;6;2;0;1
2015-03-06 00.00.00;23;32.4;26.5;76;1.2;6.7;6;2;0;1
2015-03-07 00.00.00;22;30.2;25.7;84;2.4;5.05;9;3;0;1
2015-03-08 00.00.00;22;29.7;25.6;82;2.5;3.4;4;2;0;1
2015-03-09 00.00.00;21;30.8;25.7;83;2.6;0.9;3;1;0;1
2015-03-10 00.00.00;22;31.1;25.8;81;6.7;4.7;6;3;0;1
2015-03-11 00.00.00;23;30.4;24;95;15.05;3.7;8;2;0;1
2015-03-12 00.00.00;22;30;24.7;92;23.4;2.4;11;2;0;1
2015-03-13 00.00.00;23;29.2;25.9;88;5.8;4.4;4;2;0;1
2015-03-14 00.00.00;22;29.5;25.2;88;19.25;1;5;3;0;1
2015-03-15 00.00.00;22;31;24.7;92;32.7;1.3;8;2;0;1
2015-03-16 00.00.00;22;31.6;25.4;88;14.6;4.1;3;1;0;1
2015-03-17 00.00.00;21;32.6;26;84;8.4;5.9;3;2;0;1
2015-03-18 00.00.00;22;33.6;25.9;84;13.33333333;8.3;5;2;0;1
2015-03-19 00.00.00;22;32.2;26.4;84;18.26666667;7;8;2;0;1
2015-03-20 00.00.00;22;32.5;26;86;23.2;5.7;6;2;0;1
2015-03-21 00.00.00;21.5;32.5;25.45;86.5;42.9;4.6;6.5;2.5;0;1
2015-03-22 00.00.00;21;32.5;24.9;87;62.6;3.5;7;3;0;1
2015-03-23 00.00.00;21.5;32.05;25.4;88;44.55;5.9;5.5;2;0;1
2015-03-24 00.00.00;22;31.6;25.9;89;26.5;8.3;4;1;0;1
2015-03-25 00.00.00;22;31.2;24.3;93;19;3.5;4;2;0;1
2015-03-26 00.00.00;22;30.3;25;91;0.2;4.4;3;1;0;1
2015-03-27 00.00.00;22;32;26.4;86;1.6;3.6;5;2;0;1
2015-03-28 00.00.00;22;32;25.7;85;42;9.3;8;2;0;1
2015-03-29 00.00.00;24;31.6;27.2;80;30.33333333;7;4;1;0;1
2015-03-30 00.00.00;24;32.4;27.2;83;18.66666667;6.3;7;2;0;1
2015-03-31 00.00.00;24;32.4;25.9;88;7;6.3;4;2;0;1
2015-04-01 00.00.00;23;31.6;26.6;90;48;7.6;5;2;0;0
2015-04-02 00.00.00;24;31.2;25.7;90;0.2;5.4;4;1;0;0
2015-04-03 00.00.00;23;30.8;25.6;89.5;19.5;4.3;6;2;0;0
2015-04-04 00.00.00;24;32;25.5;89;0.2;4.4;7;2;0;0
2015-04-05 00.00.00;23;32.4;25.8;87;1.4;4.1;4;1;0;0
2015-04-06 00.00.00;23;32.5;26.1;85;9.2;6.3;6;2;0;0
2015-04-07 00.00.00;24;31.1;25.3;90;10.6;7.5;4;2;0;0
2015-04-08 00.00.00;23;31.8;25.7;88;23.6;4.4;4;1;0;0
2015-04-09 00.00.00;23;31.2;26.2;86;3.4;5.1;3;1;0;0
2015-04-10 00.00.00;23;33.8;26.8;83;13.7;3.4;4;2;0;0
2015-04-11 00.00.00;25;33.5;27.4;82;11.26;8.5;4;2;0;0
2015-04-12 00.00.00;23;33.2;26.5;83;8.82;6.5;7;2;0;0
2015-04-13 00.00.00;23;29.4;25.5;87;6.38;7.1;6;1;0;0
2015-04-14 00.00.00;22.5;30.55;25.56;87.8;3.94;5.95;5.5;1.5;0;0
2015-04-15 00.00.00;22;31.7;25.62;88.6;1.5;4.8;5;2;0;0
2015-04-16 00.00.00;22;30.5;25.68;89.4;8.9;4.1;4;1.5;0;0
2015-04-17 00.00.00;22;29.3;25.74;90.2;16.3;3.4;3;1;0;0
2015-04-18 00.00.00;24;31;25.8;91;13.12;0.4;2;1;0;0
2015-04-19 00.00.00;22;33.4;25.6;85;9.94;3.5;4;2;0;0
2015-04-20 00.00.00;22.5;33.4;25.9;84;6.76;4.4;4.5;2.5;0;0
2015-04-21 00.00.00;23;33.4;26.2;83;3.58;5.3;5;3;0;0
2015-04-22 00.00.00;22;32.2;26.3;84;0.4;7.5;6;2;0;0
2015-04-23 00.00.00;22.33333333;31.06666667;26.28333333;84;12.46666667;5;5;2;0;0
2015-04-24 00.00.00;22.66666667;29.93333333;26.26666667;84;24.53333333;2.5;4;2;0;0
2015-04-25 00.00.00;23;28.8;26.25;84;36.6;0;3;2;0;0
2015-04-26 00.00.00;23;32;26.23333333;84;4.8;0.5;3;1;0;0
2015-04-27 00.00.00;23;32;26.21666667;84;4.65;5.5;5;3;0;0
2015-04-28 00.00.00;22;32;26.2;84;4.5;5.8;5;2;0;0
2015-04-29 00.00.00;22;32.3;26.55;82.5;3.66;6.2;5;3;0;0
2015-04-30 00.00.00;23;33.4;26.9;81;2.82;7.2;2;1;0;0
2015-05-01 00.00.00;22;33.1;25.8;85;1.98;8.3;5;2;0;0
2015-05-02 00.00.00;23;32.6;26.7;82;1.14;5.7;4;1;0;0
2015-05-03 00.00.00;23;31.2;25.5;88;0.3;5.2;3;1;0;0
2015-05-04 00.00.00;22;31.8;25.3;87;26.4;2;4;1;0;0
2015-05-05 00.00.00;22;32.4;25.3;86;0.3;5.6;4;2;0;0
2015-05-06 00.00.00;22;33.2;26.3;82;1;7;6;1;0;0
2015-05-07 00.00.00;23;32.8;26.9;86;11;8.8;3;1;0;0
2015-05-08 00.00.00;24;32.2;27.3;78;0.3;5.9;4;2;0;0
2015-05-09 00.00.00;22;33.1;26.1;83;2.95;6.8;5;2;0;0
2015-05-10 00.00.00;23;32.1;26.8;82;5.6;6.4;6;2;0;0
2015-05-11 00.00.00;22;31.3;26.1;80;17.05;8.3;7;3;0;0
2015-05-12 00.00.00;22;33;26.8;76;28.5;7.7;4;2;0;0
2015-05-13 00.00.00;22;33.8;26.6;82;39.95;8.05;8;3;0;0
2015-05-14 00.00.00;21;32.2;25.6;89;51.4;8.4;3;1;0;0
2015-05-15 00.00.00;24;31.1;25.7;91;14.4;5.4;4;2;0;0
2015-05-16 00.00.00;23.5;31.8;26.5;86.5;31.9;7.05;4;1.5;0;0
2015-05-17 00.00.00;23;32.5;27.3;82;49.4;8.7;4;1;0;0
2015-05-18 00.00.00;23;32.6;26.8;81;0.2;8.4;4;2;0;0
2015-05-19 00.00.00;23;33.4;27.7;82;2.4;8.1;5;2;0;0
2015-05-20 00.00.00;22;32.6;27.15;80;4.6;9.4;3;1;0;0
2015-05-21 00.00.00;22;32.4;26.6;78;9;9.5;3;1;0;0
2015-05-22 00.00.00;21;32.6;26.1;80;13.4;9.8;3;1;0;0
2015-05-23 00.00.00;21;33;26.2;75;17.8;9.2;4;2;0;0
2015-05-24 00.00.00;20;32;25.7;78;22.2;8.8;3;1;0;0
2015-05-25 00.00.00;21;31.2;25.7;81;26.6;8.4;3;1;0;0
2015-05-26 00.00.00;22;32.2;25.6;87;31;8.8;4;2;0;0
2015-05-27 00.00.00;22;32.4;25.7;85;35.4;6.5;7;2;0;0
2015-05-28 00.00.00;22;32.8;26.2;82;29.53333333;7.6;4;2;0;0
2015-05-29 00.00.00;22;32.8;26.65;80.5;23.66666667;9.2;4;1;0;0
2015-05-30 00.00.00;23;33.4;27.1;79;17.8;8.5;4;2;0;0
2015-05-31 00.00.00;23;33.2;26.76666667;81;11.93333333;8.85;4.5;1.5;0;0
2015-06-01 00.00.00;23;33;26.43333333;83;6.066666667;9.2;5;1;0;0
2015-06-02 00.00.00;22;33.3;26.1;85;0.2;8.3;7;3;0;0
2015-06-03 00.00.00;23;33;25.8;87;63.1;8.4;3;1;0;0
2015-06-04 00.00.00;23;31.8;26.25;84;8.2;9.3;8;3;1;0
2015-06-05 00.00.00;23;32;26.7;81;8.233333333;8;5;2;0;0
2015-06-06 00.00.00;22;33.8;27;78;8.266666667;8.8;4;2;0;0
2015-06-07 00.00.00;23;33;26.8;83;8.3;9;6;2;0;0
2015-06-08 00.00.00;23;33.1;27.5;80;8.333333333;4.9;6;3;0;0
2015-06-09 00.00.00;23;32.15;26.35;84;8.366666667;3.3;5.5;2.5;0;0
2015-06-10 00.00.00;23;31.2;25.2;88;8.4;1.7;5;2;0;0
2015-06-11 00.00.00;23;32.4;26.1;86;4.8;3;3;2;0;0
2015-06-12 00.00.00;22;33.1;26.4;83;3.45;5.3;5;1;0;0
2015-06-13 00.00.00;22;32.2;26.4;79;2.1;8.7;3;2;0;0
2015-06-14 00.00.00;22;32.1;26.3;79;2.55;8.9;4;2;0;0
2015-06-15 00.00.00;22;31.6;26.3;79;3;8.2;3;1;0;0
2015-06-16 00.00.00;21;32.1;25.6;78;2.711111111;7.6;4;2;0;0
2015-06-17 00.00.00;20;31.6;25.8;78;2.422222222;9.3;3;1;0;0
2015-06-18 00.00.00;21;33.1;26;78;2.133333333;9.2;3;1;0;0
2015-06-19 00.00.00;22;33.6;26.33333333;77.66666667;1.844444444;9;3;1;0;0
2015-06-20 00.00.00;23;32.2;26.66666667;77.33333333;1.555555556;9.4;5;1;0;0
2015-06-21 00.00.00;23;33.8;27;77;1.266666667;7.5;3;1;0;0
2015-06-22 00.00.00;23;33.4;26.6;78.5;0.977777778;7.5;4;1;0;0
2015-06-23 00.00.00;22;33;26.2;80;0.688888889;9.3;3;1;0;0
2015-06-24 00.00.00;20;32.4;25.8;77;0.4;8.7;3;1;0;0
2015-06-25 00.00.00;21;32.6;25.6;75;0.386666667;9.6;4;2;0;0
2015-06-26 00.00.00;21;33.1;25.9;74;0.373333333;9.5;5;2;0;0
2015-06-27 00.00.00;21;33.6;26.2;73;0.36;9.4;6;2;0;0
2015-06-28 00.00.00;23;33;26.6;74;0.346666667;9.5;4;3;0;0
2015-06-29 00.00.00;22;32.6;27;75;0.333333333;8;3;1;0;0
2015-06-30 00.00.00;23;32.2;26.33333333;74.33333333;0.32;9.7;3;1;0;0
2015-07-01 00.00.00;21;32.65;25.66666667;73.66666667;0.306666667;9;4;1.5;0;0
2015-07-02 00.00.00;19;33.1;25;73;0.293333333;8.3;5;2;0;0
2015-07-03 00.00.00;20;33;25.5;70;0.28;9.8;4;2;0;0
2015-07-04 00.00.00;21;32.8;25.3;72;0.266666667;9.45;3;1;0;0
2015-07-05 00.00.00;20;33;25.5;76;0.253333333;9.1;4;2;0;0
2015-07-06 00.00.00;21;33;25.5;73;0.24;8.3;4;2;0;0
2015-07-07 00.00.00;22;32.8;27;72;0.226666667;8.1;4;2;0;0
2015-07-08 00.00.00;22;33;26.86666667;72.66666667;0.213333333;7.4;4;2;0;0
2015-07-09 00.00.00;21;33.4;26.73333333;73.33333333;0.2;8.2;4;1;0;0
2015-07-10 00.00.00;21;32.2;26.6;74;0.233333333;9.2;3;1;0;0
2015-07-11 00.00.00;22;32.2;26.3;76;0.266666667;6.6;3;2;0;0
2015-07-12 00.00.00;23;32.1;26.4;79;0.3;8.5;6;3;0;0
2015-07-13 00.00.00;22;33;26.7;76;0.333333333;3.8;6;3;0;0
2015-07-14 00.00.00;24;32.8;27.3;71;0.366666667;9.6;6;3;0;0
2015-07-15 00.00.00;22.5;32.8;26.5;75;0.4;5.2;9;2;0;0
2015-07-16 00.00.00;21;32.6;26;76;0.433333333;6.95;10;3;0;0
2015-07-17 00.00.00;21;33.2;27.1;72;0.466666667;8.7;4;2;0;0
2015-07-18 00.00.00;21;33.4;26.55;71.5;0.5;9.05;4.5;2.5;0;0
2015-07-19 00.00.00;21;33.6;26;71;0.533333333;9.4;5;3;0;0
2015-07-20 00.00.00;22;34;26.5;74;0.566666667;9.6;4;2;0;0
2015-07-21 00.00.00;22;33.6;26.8;76;0.6;9.6;7;3;0;0
2015-07-22 00.00.00;22;33.3;25.4;81;0.633333333;9.6;4;2;0;0
2015-07-23 00.00.00;23;33;26.9;77;0.666666667;9.6;6;3;0;0
2015-07-24 00.00.00;22;33.1;26.6;75;0.7;9.6;8;3;0;0
2015-07-25 00.00.00;22;33.6;25.2;80;0.733333333;10;7;2;0;0
2015-07-26 00.00.00;22;33.1;26.4;78;0.766666667;7.8;5;2;0;0
2015-07-27 00.00.00;22;33.4;26.5;77;0.8;8.5;5;3;0;0
2015-07-28 00.00.00;22;33.2;26.45;76.5;0.7;8.7;7;3;0;0
2015-07-29 00.00.00;22;33;26.4;76;0.6;7.8;7;3;0;0
2015-07-30 00.00.00;22;33.1;25.4;81;31.93333333;9.2;5;2;0;0
2015-07-31 00.00.00;22;32.6;24.4;86;63.26666667;8.55;5;2;0;0
2015-08-01 00.00.00;22;32.6;25.3;88;94.6;7.9;3;2;0;0
2015-08-02 00.00.00;22;32.8;25.7;82;86.725;7.5;4;1;0;0
2015-08-03 00.00.00;19;32.1;24.6;72;78.85;8.6;7;2;0;0
2015-08-04 00.00.00;17;32;23.6;75;70.975;10.4;6;2;0;0
2015-08-05 00.00.00;19;32.4;24.8;73;63.1;10.2;5;2;0;0
2015-08-06 00.00.00;20;32.2;25;77;55.225;9.3;3;2;0;0
2015-08-07 00.00.00;22;32.5;25.7;78;47.35;9.15;4;2;0;0
2015-08-08 00.00.00;21;33;25.7;78;39.475;9;4;2;0;0
2015-08-09 00.00.00;22;31.8;25.9;78;31.6;7;5;2;0;0
2015-08-10 00.00.00;23;33;26.8;76;23.725;7.5;3;2;0;0
2015-08-11 00.00.00;23;33.8;27;78;15.85;9.3;6;3;0;0
2015-08-12 00.00.00;24;33.2;26.4;80;7.975;9.5;7;2;0;0
2015-08-13 00.00.00;22;33.2;26.4;80;0.1;8;6;3;0;0
2015-08-14 00.00.00;24;33.2;27.4;79;0.228571429;6.5;4;2;0;0
2015-08-15 00.00.00;22;33;26.4;81;0.357142857;6.5;4;3;0;0
2015-08-16 00.00.00;22;33.6;26.7;79;0.485714286;8.3;8;3;0;0
2015-08-17 00.00.00;24;34;27.5;73;0.614285714;10.1;8;3;0;0
2015-08-18 00.00.00;23;32.6;27.1;74;0.742857143;9.1;4;2;0;0
2015-08-19 00.00.00;24;33.5;26.6;81;0.871428571;6.7;7;2;0;0
2015-08-20 00.00.00;22;33.4;26.5;76;1;8.3;8;2;0;0
2015-08-21 00.00.00;22;33;25.7;67;1.11;8.3;4;2;0;0
2015-08-22 00.00.00;22;32.6;25.9;73;1.22;8.6;5;2;0;0
2015-08-23 00.00.00;21;33.2;26;70;1.33;8.2;6;3;0;0
2015-08-24 00.00.00;21;33.4;26.2;72;1.44;9.4;5;2;0;0
2015-08-25 00.00.00;22;34;26.5;75;1.55;9.5;6;2;0;0
2015-08-26 00.00.00;23;33.2;27;74;1.66;9.6;4;2;0;0
2015-08-27 00.00.00;22;33.8;27.3;69;1.77;4.7;6;2;0;0
2015-08-28 00.00.00;23;33.4;26.8;75;1.88;8.8;7;3;0;0
2015-08-29 00.00.00;22;33.5;26.8;76;1.99;8.5;4;2;0;0
2015-08-30 00.00.00;23;34.4;27.2;71;2.1;6.9;4;1;0;0
2015-08-31 00.00.00;22;35;27;71;2.21;9;5;2;0;0
2015-09-01 00.00.00;22;34;26.8;66;2.32;8.4;3;1;0;0
2015-09-02 00.00.00;20;34.2;26;66;2.43;8.8;4;2;0;0
2015-09-03 00.00.00;19;35.4;25.2;68;2.54;9.8;6;2;0;0
2015-09-04 00.00.00;20;34.2;25.8;73;2.65;10.1;5;2;0;0
2015-09-05 00.00.00;20;33;26.3;73;2.76;8.4;3;2;0;0
2015-09-06 00.00.00;20;34.1;25.7;70;2.87;6;6;2;0;0
2015-09-07 00.00.00;20;34.2;26.3;68;2.98;9.1;4;2;1;0
2015-09-08 00.00.00;21;34.3;26.45;71;3.09;8.6;6;2;0;0
2015-09-09 00.00.00;22;34;26.6;74;3.2;6.3;4;2;0;0
2015-09-10 00.00.00;21;34.1;25.7;75;4.184615385;8.6;5;2;0;0
2015-09-11 00.00.00;22;33;26.3;70;5.169230769;7.8;4;1;0;0
2015-09-12 00.00.00;23;34.1;27.1;70;6.153846154;7.6;4;2;0;0
2015-09-13 00.00.00;22;34.2;26.9;74;7.138461538;8.6;4;2;0;0
2015-09-14 00.00.00;22;34;26.7;78;8.123076923;9.6;4;1;0;0
2015-09-15 00.00.00;20;32.8;25.6;70;9.107692308;6;8;3;0;0
2015-09-16 00.00.00;21;33.1;26;70;10.09230769;7.4;5;3;0;0
2015-09-17 00.00.00;22;33.6;26.5;73;11.07692308;7.3;6;3;0;0
2015-09-18 00.00.00;24;35.1;27.9;67;12.06153846;7.5;6;2;0;0
2015-09-19 00.00.00;21;33.8;26.1;71;13.04615385;9.1;8;3;0;0
2015-09-20 00.00.00;21;34;26.5;70;14.03076923;9.8;4;1;0;0
2015-09-21 00.00.00;22;34.4;25.2;78;15.01538462;8.5;8;2;0;0
2015-09-22 00.00.00;22;35.1;26.9;69;16;7.3;5;3;0;0
2015-09-23 00.00.00;20;35.4;26.5;65;12.6;8.3;6;3;0;0
2015-09-24 00.00.00;21;34.9;26;69;9.2;9;8;3;0;0
2015-09-25 00.00.00;22;33.2;26.2;74;5.8;9.6;5;2;0;0
2015-09-26 00.00.00;22;33;26.5;70;2.4;6;7;3;0;0
2015-09-27 00.00.00;22;33.6;25.6;79;3.3;7.6;6;3;0;0
2015-09-28 00.00.00;22;33.5;25.3;81;4.2;7.2;11;3;1;0
2015-09-29 00.00.00;21;32.8;26;75;54;4.8;3;2;0;0
2015-09-30 00.00.00;21;33.5;26.9;71;51.38888889;6.5;7;3;0;0
2015-10-01 00.00.00;21;33.2;26.8;70;48.77777778;6.9;4;2;0;1
2015-10-02 00.00.00;22;33.2;26.1;76;46.16666667;7.3;4;1;0;1
2015-10-03 00.00.00;23;34;27.6;67;43.55555556;5.6;7;4;0;1
2015-10-04 00.00.00;22;35.1;27;68;40.94444444;8.2;6;3;0;1
2015-10-05 00.00.00;23;33.8;27.1;71;38.33333333;8;5;2;0;1
2015-10-06 00.00.00;22;33.6;26.6;72;35.72222222;7.7;5;2;0;1
2015-10-07 00.00.00;23;33.2;25.7;82;33.11111111;8.5;4;2;1;1
2015-10-08 00.00.00;22;32.7;25.5;84;30.5;7.1;4;3;0;1
2015-10-09 00.00.00;23;33;25.6;83;1.4;8.4;4;2;0;1
2015-10-10 00.00.00;22;33.2;26.5;75;4;7.6;4;3;0;1
2015-10-11 00.00.00;21;33.4;26.6;75;4.24;7.8;6;3;0;1
2015-10-12 00.00.00;23;34.1;27;75;4.48;7.6;7;2;0;1
2015-10-13 00.00.00;22;33;25.2;82;4.72;7.9;14;3;0;1
2015-10-14 00.00.00;23;34;25.9;83;4.96;8.3;3;1;0;1
2015-10-15 00.00.00;21;33.4;26.2;74;5.2;8.1;4;2;0;1
2015-10-16 00.00.00;22;34.1;28;73;4.86;9.4;7;2;0;1
2015-10-17 00.00.00;22;35.2;27.6;62;4.52;7.6;7;3;0;1
2015-10-18 00.00.00;21;34.6;27.1;71;4.18;9.9;7;2;0;1
2015-10-19 00.00.00;22;33.8;26.8;74;3.84;7.9;6;2;0;1
2015-10-20 00.00.00;21;33.8;26.9;70;3.5;6.2;5;2;0;1
2015-10-21 00.00.00;22;33.8;27.5;68;3.16;4.9;2;1;0;1
2015-10-22 00.00.00;23;35.2;27.7;65;2.82;7.5;6;2;0;1
2015-10-23 00.00.00;20;33.6;26.2;75;2.48;9.9;4;2;0;1
2015-10-24 00.00.00;22;35.1;27.2;71;2.14;8.2;5;2;0;1
2015-10-25 00.00.00;21;35.4;27.6;73;1.8;8.7;7;2;0;1
2015-10-26 00.00.00;23;34.2;28;69;1.46;7.2;3;1;0;1
2015-10-27 00.00.00;22;34.8;26.9;75;1.12;7.15;5;2;0;1
2015-10-28 00.00.00;23;35.3;28.1;68;0.78;7.1;6;2;0;1
2015-10-29 00.00.00;23;34.6;27.9;74;0.44;7.7;5;2;0;1
2015-10-30 00.00.00;23;34.3;26;82;0.1;7.3;14;3;1;1
2015-10-31 00.00.00;21;34;26;82;63.5;7.8;7;2;0;1
2015-11-01 00.00.00;23;33.1;26.3;83;11.8;7.6;5;3;0;1
2015-11-02 00.00.00;23;33.2;26.7;82;24.6;6.9;6;2;0;1
2015-11-03 00.00.00;24;33.8;26.2;86;24.4;8.1;6;2;0;1
2015-11-04 00.00.00;23;32.8;26;86;5.5;5.8;7;2;0;1
2015-11-05 00.00.00;23;33.7;27.4;80;16.8;6.6;8;3;0;1
2015-11-06 00.00.00;24;32.8;27;79;1.3;7.6;6;2;0;1
2015-11-07 00.00.00;24;31.7;25.2;89;12.45;3.9;3;1;0;1
2015-11-08 00.00.00;23;32.3;25.8;85;23.6;3.7;9;2;1;1
2015-11-09 00.00.00;21;32.8;26.3;85;155.8;6;11;4;0;1
2015-11-10 00.00.00;23;32.8;26.5;84;21.2;6.2;9;2;0;1
2015-11-11 00.00.00;24;33.5;26.3;82;34.2;6;12;4;0;1
2015-11-12 00.00.00;22;33.4;26.4;84;47.2;6.9;11;2;0;1
2015-11-13 00.00.00;23;32.4;26.1;83;47.4;8;10;2;0;1
2015-11-14 00.00.00;25;32.8;27.9;78;51.2;6;6;2;0;1
2015-11-15 00.00.00;24;34.6;26.7;81;50.85;9.2;11;5;1;1
2015-11-16 00.00.00;22;33.4;26.5;84;50.5;8.9;10;2;0;1
2015-11-17 00.00.00;24;33.3;26.9;82;62.4;5.8;5;2;0;1
2015-11-18 00.00.00;24;33.4;27.6;75;33.15;6.7;6;3;0;1
2015-11-19 00.00.00;24;32.2;26.8;81;3.9;7.9;7;2;0;1
2015-11-20 00.00.00;25;33.2;26.9;79;3.65;6.1;7;3;0;1
2015-11-21 00.00.00;24;31.4;26.2;87;3.4;5.6;12;4;0;1
2015-11-22 00.00.00;25;32.5;26.8;83;37.6;4.1;8;1;0;1
2015-11-23 00.00.00;23;34.1;26.9;80;36.7;8.1;6;2;0;1
2015-11-24 00.00.00;23;33.4;26.2;83;54.65;7.6;5;2;0;1
2015-11-25 00.00.00;22;33.2;26.6;82;72.6;7.1;5;2;0;1
2015-11-26 00.00.00;23;32.2;26.5;82;89.4;6.1;7;2;0;1
2015-11-27 00.00.00;23;31.9;27;81;9.6;6.9;3;0;0;1
2015-11-28 00.00.00;23;33.6;26.1;85;18;4.1;6;2;0;1
2015-11-29 00.00.00;25;28.1;25.9;87;26.4;9.3;5;1;0;1
2015-11-30 00.00.00;23;33.6;26.1;87;15.4;0;16;2;0;1
2015-12-01 00.00.00;24;32.5;26.8;82;67.8;6.7;8;3;0;1
2015-12-02 00.00.00;25;34;27.5;79;4.5;7.9;7;4;0;1
2015-12-03 00.00.00;24;33.5;26.6;83;9.5;8.2;10;3;0;1
2015-12-04 00.00.00;23;32;26.1;85;14.5;7.1;4;2;0;1
2015-12-05 00.00.00;23;32.1;26.2;85;22.6;6.1;8;2;0;1
2015-12-06 00.00.00;23;32.6;26.1;86;20.3;5.2;4;2;0;1
2015-12-07 00.00.00;23;31.8;26.5;88;81.5;6.3;5;2;0;1
2015-12-08 00.00.00;24;30.4;26.1;88;9.5;5.5;4;2;0;1
2015-12-09 00.00.00;23;33.3;26;85;3.2;0.9;7;2;0;1
2015-12-10 00.00.00;23;33.2;26.5;83;70.8;7.5;4;2;0;1
2015-12-11 00.00.00;24;32.5;26.1;88;15.9;7;13;2;0;1
2015-12-12 00.00.00;23;32;25.3;89;69.7;3.8;5;2;0;1
2015-12-13 00.00.00;23;31.6;26.4;86;7.8;4.2;6;1;0;1
2015-12-14 00.00.00;24;29.2;25.9;85;0.8;4.1;7;3;0;1
2015-12-15 00.00.00;23;31.1;25.3;89;0.1;0;4;2;0;1
2015-12-16 00.00.00;23;27.8;24.8;90;4.7;0.1;4;2;0;1
2015-12-17 00.00.00;21;27.1;23.9;89;12.4;0;3;2;0;1
2015-12-18 00.00.00;23;29.8;25.7;86;4.9;0;3;2;0;1
2015-12-19 00.00.00;22;30.2;25.4;89;5.7;2.6;7;2;0;1
2015-12-20 00.00.00;23;29.8;25.4;89;12.2;3.5;4;1;0;1
2015-12-21 00.00.00;23;29.5;24.9;88;28.1;0.9;10;2;0;1
2015-12-22 00.00.00;22;31.6;26.4;81;6.1;0.1;6;3;0;1
2015-12-23 00.00.00;21;32.1;25.8;84;6.2;4.1;3;2;0;1
2015-12-24 00.00.00;20;33.2;25.9;78;6.3;6.7;5;2;0;1
2015-12-25 00.00.00;22;32.6;26.5;80;6.533333333;7.2;4;2;0;1
2015-12-26 00.00.00;25;32.2;27.9;81;6.766666667;9.6;4;2;0;1
2015-12-27 00.00.00;24;32;27.6;84;7;7.2;8;2;0;1
2015-12-28 00.00.00;21;32.2;26.1;88;48;8.5;5;2;0;1
2015-12-29 00.00.00;25;31.8;27.2;85;21.6;5.5;5;2;0;1
2015-12-30 00.00.00;23;31;26.1;87;33;7.8;6;3;0;1
2015-12-31 00.00.00;24;30.6;26.8;87;0.7;7.1;3;2;0;1
2016-01-01 00.00.00;24;32.6;26.5;86;0.4;5.7;4;2;0;1
2016-01-02 00.00.00;23;31.8;25.5;91;33.4;8.5;8;4;0;1
2016-01-03 00.00.00;22;32.2;25.9;85;103.8;5.1;4;2;0;1
2016-01-04 00.00.00;24;32.6;26.9;87;6.5;6.1;11;2;0;1
2016-01-05 00.00.00;24;32;25.7;92;0.9;4.3;7;2;0;1
2016-01-06 00.00.00;23;32.5;25.7;86;0.2;6.1;6;2;0;1
2016-01-07 00.00.00;23;33.2;27.8;79;40.1;5.9;4;2;0;1
2016-01-08 00.00.00;24;33.4;28.1;80;40.66666667;9.8;5;2;0;1
2016-01-09 00.00.00;25;33.2;26.7;84;41.23333333;7.9;10;3;0;1
2016-01-10 00.00.00;24;33.5;26.7;85;41.8;7.8;4;2;0;1
2016-01-11 00.00.00;23;33;27.3;82;22.15;7.5;4;2;0;1
2016-01-12 00.00.00;24;31.6;25.6;92;2.5;6.5;3;1;0;1
2016-01-13 00.00.00;24;32;25.9;89;25.1;2.6;4;2;0;1
2016-01-14 00.00.00;24;33.4;26.9;84;0.8;6;4;3;0;1
2016-01-15 00.00.00;24;33;27.4;83;4.4;8.5;5;2;0;1
2016-01-16 00.00.00;24;33.6;27.8;79;4;6;4;2;0;1
2016-01-17 00.00.00;25;33;26.9;84;14.06666667;8.2;12;3;0;1
2016-01-18 00.00.00;24;33.4;26;86;24.13333333;6.1;8;3;0;1
2016-01-19 00.00.00;24;32.4;26.1;87;34.2;5.7;9;2;0;1
2016-01-20 00.00.00;23;32.1;25.6;91;64.8;7.5;8;3;0;1
2016-01-21 00.00.00;23;31;26;90;6.9;3.8;3;1;0;1
2016-01-22 00.00.00;24;31.1;26.9;85;4.75;0.2;4;2;0;1
2016-01-23 00.00.00;24;29.4;25.6;87;2.6;1.2;6;1;0;1
2016-01-24 00.00.00;24;29.6;26.1;91;2.4;0;5;2;0;1
2016-01-25 00.00.00;23;28.6;25.1;92;16.1;0.1;3;1;0;1
2016-01-26 00.00.00;23;32.1;27.1;83;2.8;0.4;7;2;0;1
